sale_id,sale_date,product_id,quantity,price,status,city,customer_id
1359,2025-09-26,86,1,3764,Доставлен,Уфа,7442
1360,2025-10-12,21,1,2757,Доставлен,Санкт-Петербург,1455
1361,2025-10-02,89,1,1908,Доставлен,Воронеж,8643
1362,2026-01-07,2,1,4096,Возврат,Ростов-на-Дону,5548
1363,2025-09-14,70,3,2463,Отменен,Краснодар,8250
1364,2025-11-16,13,2,1993,Доставлен,Екатеринбург,2440
1365,2025-12-24,7,3,4629,Доставлен,Уфа,5034
1366,2025-11-28,2,1,4096,Доставлен,Ростов-на-Дону,5411
1367,2025-12-16,18,2,5679,Доставлен,Самара,7297
1368,2025-09-01,20,2,2616,Доставлен,Ростов-на-Дону,2792
1369,2026-02-06,100,2,5038,Доставлен,Москва,9677
1370,2025-11-21,10,2,3580,Отменен,Красноярск,8721
1371,2025-10-19,6,3,4057,Доставлен,Нижний Новгород,7091
1372,2025-09-15,36,1,5577,Отменен,Краснодар,3026
1373,2026-01-27,5,1,3186,Доставлен,Казань,6445
1374,2025-10-27,84,2,4813,Возврат,Новосибирск,3506
1375,2025-11-14,20,1,2616,Доставлен,Екатеринбург,4871
1376,2026-01-14,12,3,5511,Отменен,Волгоград,3034
1377,2025-11-07,65,1,5674,Доставлен,Ростов-на-Дону,7373
1378,2025-11-22,36,2,5577,Доставлен,Краснодар,5369
1379,2025-11-10,10,2,3580,Доставлен,Новосибирск,9216
1380,2025-11-10,29,3,1382,Доставлен,Москва,7171
1381,2025-11-30,9,1,694,Доставлен,Воронеж,8417
1382,2025-11-17,80,1,2900,Доставлен,Самара,5564
1383,2026-01-29,91,2,3291,Доставлен,Москва,2908
1384,2025-08-31,22,1,4154,Доставлен,Воронеж,9354
1385,2025-12-12,7,2,4629,Доставлен,Воронеж,9979
1386,2025-11-10,35,3,2770,Доставлен,Нижний Новгород,2914
1387,2025-12-03,17,2,2757,Доставлен,Самара,4551
1388,2025-09-02,6,1,4057,Доставлен,Пермь,1450
1389,2025-12-20,11,1,3409,Доставлен,Ростов-на-Дону,8670
1390,2025-11-02,28,3,2911,Доставлен,Москва,8369
1391,2025-12-09,20,1,2616,Доставлен,Казань,6428
1392,2025-12-01,5,1,3186,Доставлен,Самара,3344
1393,2025-09-12,32,1,4635,Доставлен,Красноярск,7462
1394,2025-11-22,91,3,3291,Доставлен,Екатеринбург,1343
1395,2025-08-30,90,1,631,Доставлен,Волгоград,5420
1396,2025-11-04,21,2,2757,Доставлен,Воронеж,3444
1397,2025-11-30,23,1,816,Доставлен,Уфа,7182
1398,2025-11-04,84,1,4813,Доставлен,Ростов-на-Дону,2658
1399,2025-11-24,5,1,3186,Доставлен,Самара,1867
1400,2025-11-21,14,2,1969,Отменен,Пермь,3831
1401,2025-11-14,42,3,3993,Доставлен,Челябинск,4634
1402,2026-01-28,21,1,2757,Доставлен,Новосибирск,6950
1403,2025-11-01,1,1,4743,Доставлен,Москва,1919
1404,2025-11-30,4,1,2644,Доставлен,Казань,1133
1405,2025-12-12,20,1,2616,Отменен,Санкт-Петербург,1921
1406,2025-12-15,96,2,1336,Доставлен,Краснодар,9568
1407,2025-12-18,54,3,1567,Доставлен,Волгоград,9979
1408,2026-01-10,76,1,1917,Доставлен,Казань,4400
1409,2025-11-07,5,2,3186,Доставлен,Новосибирск,3393
1410,2025-11-01,10,1,3580,Доставлен,Уфа,8115
1411,2025-08-30,9,3,694,Доставлен,Казань,6982
1412,2025-10-28,27,2,3097,Доставлен,Челябинск,3992
1413,2025-11-08,85,1,2629,Доставлен,Москва,6405
1414,2025-11-26,22,1,4154,Доставлен,Нижний Новгород,3806
1415,2025-12-02,3,3,889,Доставлен,Краснодар,5836
1416,2025-11-09,1,2,4743,Возврат,Новосибирск,4885
1417,2025-09-30,68,3,2716,Доставлен,Нижний Новгород,8525
1418,2025-09-02,64,2,3932,Доставлен,Краснодар,7577
1419,2025-11-12,29,1,1382,Отменен,Ростов-на-Дону,6804
1420,2025-10-12,93,1,1449,Отменен,Новосибирск,6653
1421,2025-10-30,54,2,1567,Доставлен,Ростов-на-Дону,5227
1422,2025-11-15,2,1,4096,Отменен,Санкт-Петербург,4978
1423,2025-11-05,68,1,2716,Доставлен,Нижний Новгород,3593
1424,2025-10-27,44,2,3084,Доставлен,Москва,7924
1425,2026-02-07,69,2,4756,Доставлен,Екатеринбург,4232
1426,2026-02-07,29,1,1382,Доставлен,Пермь,4449
1427,2025-08-13,37,3,2926,Доставлен,Нижний Новгород,4841
1428,2025-10-07,13,1,1993,Доставлен,Казань,8995
1429,2025-12-03,85,1,2629,Доставлен,Москва,7554
1430,2025-10-24,40,3,636,Возврат,Волгоград,8484
1431,2025-12-20,19,1,3490,Доставлен,Екатеринбург,4539
1432,2025-11-28,4,1,2644,Возврат,Пермь,3124
1433,2025-12-23,95,2,4280,Доставлен,Нижний Новгород,6045
1434,2025-11-26,98,2,1615,Отменен,Екатеринбург,8399
1435,2026-02-05,85,2,2629,Доставлен,Новосибирск,6930
1436,2025-10-27,51,2,4443,Отменен,Нижний Новгород,9057
1437,2025-11-25,27,1,3097,Доставлен,Москва,3014
1438,2026-01-05,18,1,5679,Доставлен,Пермь,8749
1439,2026-01-05,17,2,2757,Доставлен,Санкт-Петербург,4875
1440,2025-08-15,40,3,636,Отменен,Самара,1547
1441,2025-08-30,30,2,3795,Доставлен,Самара,7717
1442,2025-12-23,13,3,1993,Доставлен,Нижний Новгород,3926
1443,2026-01-15,72,3,2197,Доставлен,Челябинск,1570
1444,2025-09-22,38,3,3084,Доставлен,Челябинск,7503
1445,2025-11-11,15,1,5893,Доставлен,Казань,2250
1446,2025-12-02,68,3,2716,Доставлен,Волгоград,2737
1447,2026-01-07,94,2,3969,Доставлен,Новосибирск,7649
1448,2025-08-23,72,2,2197,Доставлен,Челябинск,4483
1449,2025-08-18,98,3,1615,Отменен,Санкт-Петербург,1807
1450,2025-12-16,9,3,694,Доставлен,Челябинск,8261
1451,2025-11-28,74,1,2026,Доставлен,Санкт-Петербург,3334
1452,2025-09-17,38,3,3084,Доставлен,Санкт-Петербург,8407
1453,2025-11-04,69,2,4756,Доставлен,Нижний Новгород,7619
1454,2025-11-10,32,3,4635,Доставлен,Самара,3146
1455,2026-02-06,24,3,4870,Доставлен,Волгоград,5680
1456,2025-11-27,83,1,4161,Возврат,Красноярск,7892
1457,2025-08-26,23,3,816,Доставлен,Москва,5184
1458,2025-10-15,23,1,816,Доставлен,Красноярск,9132
1459,2025-11-25,29,1,1382,Доставлен,Уфа,7150
1460,2026-01-07,41,2,682,Доставлен,Краснодар,1171
1461,2025-12-09,6,2,4057,Отменен,Краснодар,1408
1462,2026-01-23,65,1,5674,Доставлен,Волгоград,1955
1463,2025-12-21,13,1,1993,Доставлен,Волгоград,7819
1464,2025-11-18,12,1,5511,Доставлен,Казань,8004
1465,2025-11-28,64,3,3932,Доставлен,Новосибирск,6392
1466,2025-09-29,63,1,3751,Доставлен,Новосибирск,5820
1467,2025-10-02,49,3,3595,Доставлен,Санкт-Петербург,8018
1468,2025-10-23,11,1,3409,Доставлен,Москва,9541
1469,2025-08-18,6,2,4057,Доставлен,Новосибирск,9886
1470,2025-12-24,93,3,1449,Доставлен,Воронеж,3502
1471,2026-02-03,68,1,2716,Доставлен,Челябинск,7210
1472,2025-11-11,12,1,5511,Доставлен,Новосибирск,8252
1473,2025-08-18,1,3,4743,Доставлен,Нижний Новгород,5017
1474,2025-12-12,59,2,4266,Доставлен,Ростов-на-Дону,4540
1475,2025-10-28,88,3,3319,Доставлен,Казань,2096
1476,2025-08-20,65,3,5674,Доставлен,Санкт-Петербург,5723
1477,2025-12-15,36,1,5577,Доставлен,Ростов-на-Дону,2977
1478,2025-12-15,8,3,5626,Доставлен,Москва,4146
1479,2025-08-23,36,2,5577,Отменен,Пермь,7680
1480,2025-11-27,56,2,2134,Доставлен,Новосибирск,4836
1481,2025-11-24,6,3,4057,Доставлен,Краснодар,3435
1482,2026-02-05,5,3,3186,Отменен,Самара,8699
1483,2025-08-15,36,2,5577,Доставлен,Нижний Новгород,9290
1484,2025-12-28,9,2,694,Доставлен,Екатеринбург,9038
1485,2025-10-27,26,1,5521,Доставлен,Красноярск,7682
1486,2026-01-24,6,2,4057,Доставлен,Самара,7157
1487,2025-11-20,74,2,2026,Отменен,Пермь,2460
1488,2025-10-26,92,3,4269,Доставлен,Красноярск,7730
1489,2025-11-05,4,2,2644,Отменен,Екатеринбург,4976
1490,2026-01-21,78,1,1032,Доставлен,Нижний Новгород,2225
1491,2026-02-09,71,3,3465,Доставлен,Воронеж,2989
1492,2025-11-23,78,1,1032,Доставлен,Самара,8262
1493,2025-11-01,3,2,889,Доставлен,Уфа,7380
1494,2025-10-23,27,2,3097,Доставлен,Москва,9946
1495,2026-01-20,43,3,3301,Доставлен,Москва,3826
1496,2025-12-26,8,2,5626,Доставлен,Казань,3320
1497,2025-11-21,83,1,4161,Доставлен,Пермь,4450
1498,2026-02-07,94,1,3969,Доставлен,Нижний Новгород,5579
1499,2025-11-28,1,3,4743,Доставлен,Уфа,9457
1500,2025-09-04,50,2,5554,Отменен,Екатеринбург,6962
1501,2025-11-11,93,3,1449,Доставлен,Ростов-на-Дону,4781
1502,2025-12-22,17,2,2757,Доставлен,Новосибирск,9884
1503,2025-09-19,89,3,1908,Доставлен,Ростов-на-Дону,1140
1504,2025-11-27,6,2,4057,Отменен,Пермь,1571
1505,2025-11-18,95,2,4280,Доставлен,Ростов-на-Дону,6668
1506,2025-08-15,31,1,5286,Доставлен,Уфа,5080
1507,2025-10-03,68,3,2716,Доставлен,Красноярск,5172
1508,2026-01-12,46,3,2061,Доставлен,Казань,5125
1509,2025-08-20,92,1,4269,Доставлен,Волгоград,7504
1510,2025-09-19,85,2,2629,Доставлен,Челябинск,6859
1511,2026-01-27,55,1,5235,Доставлен,Ростов-на-Дону,4143
1512,2025-11-12,16,2,5989,Доставлен,Санкт-Петербург,2161
1513,2025-09-25,40,2,636,Доставлен,Екатеринбург,9475
1514,2025-11-01,11,1,3409,Доставлен,Санкт-Петербург,2699
1515,2025-11-14,8,1,5626,Доставлен,Новосибирск,5866
1516,2025-11-16,3,3,889,Доставлен,Екатеринбург,9467
1517,2025-11-28,9,2,694,Доставлен,Екатеринбург,7341
1518,2026-01-10,4,1,2644,Отменен,Волгоград,9051
1519,2025-09-13,25,3,4536,Доставлен,Красноярск,6628
1520,2025-10-26,57,1,1833,Доставлен,Уфа,9279
1521,2025-10-31,10,2,3580,Доставлен,Самара,1862
1522,2025-11-16,32,3,4635,Доставлен,Челябинск,9990
1523,2025-10-20,31,1,5286,Доставлен,Екатеринбург,7326
1524,2026-01-21,50,1,5554,Доставлен,Новосибирск,7932
1525,2025-12-23,53,2,4176,Возврат,Новосибирск,6455
1526,2025-10-27,68,1,2716,Доставлен,Воронеж,2587
1527,2025-10-28,76,1,1917,Доставлен,Красноярск,1598
1528,2025-11-03,39,1,2332,Доставлен,Уфа,5234
1529,2025-09-14,62,2,2426,Отменен,Екатеринбург,9681
1530,2026-01-09,52,3,723,Доставлен,Уфа,4066
1531,2025-11-06,15,1,5893,Доставлен,Екатеринбург,9982
1532,2025-12-24,4,2,2644,Доставлен,Екатеринбург,6379
1533,2025-09-26,54,1,1567,Отменен,Нижний Новгород,9050
1534,2025-09-29,34,1,3781,Доставлен,Пермь,8196
1535,2025-12-09,16,1,5989,Доставлен,Ростов-на-Дону,1271
1536,2025-10-30,33,3,770,Доставлен,Уфа,5171
1537,2025-11-28,10,1,3580,Доставлен,Казань,5896
1538,2025-12-22,28,2,2911,Доставлен,Екатеринбург,7073
1539,2025-08-24,32,3,4635,Доставлен,Челябинск,2287
1540,2025-12-04,78,2,1032,Доставлен,Москва,7177
1541,2026-01-24,17,1,2757,Доставлен,Екатеринбург,2507
1542,2025-11-05,5,3,3186,Отменен,Уфа,9765
1543,2026-01-02,82,2,1050,Отменен,Пермь,5842
1544,2025-12-27,10,3,3580,Доставлен,Уфа,4014
1545,2025-11-30,10,1,3580,Доставлен,Казань,6949
1546,2026-01-11,85,2,2629,Доставлен,Воронеж,7202
1547,2025-11-04,2,3,4096,Доставлен,Казань,8142
1548,2025-11-25,16,2,5989,Доставлен,Воронеж,6186
1549,2025-08-21,25,2,4536,Доставлен,Нижний Новгород,5489
1550,2025-12-28,5,1,3186,Отменен,Челябинск,5554
1551,2025-11-14,4,2,2644,Доставлен,Нижний Новгород,4758
1552,2025-11-06,62,2,2426,Доставлен,Казань,1615
1553,2025-11-06,58,1,684,Доставлен,Нижний Новгород,9430
1554,2025-10-07,36,2,5577,Доставлен,Воронеж,3106
1555,2025-11-29,18,2,5679,Доставлен,Самара,4691
1556,2026-01-20,41,1,682,Доставлен,Уфа,1947
1557,2025-09-27,31,3,5286,Доставлен,Самара,4517
1558,2026-01-25,8,1,5626,Доставлен,Новосибирск,6422
1559,2025-12-01,6,3,4057,Доставлен,Воронеж,8526
1560,2025-11-20,90,3,631,Доставлен,Пермь,8970
1561,2025-11-30,43,3,3301,Доставлен,Санкт-Петербург,7482
1562,2025-11-10,43,1,3301,Доставлен,Уфа,1175
1563,2025-09-20,16,1,5989,Доставлен,Нижний Новгород,9983
1564,2025-11-29,16,2,5989,Доставлен,Нижний Новгород,2452
1565,2025-08-16,8,1,5626,Доставлен,Уфа,7370
1566,2025-11-07,49,3,3595,Доставлен,Казань,3691
1567,2026-01-21,72,1,2197,Доставлен,Ростов-на-Дону,7479
1568,2025-08-28,39,3,2332,Доставлен,Челябинск,3805
1569,2025-10-11,37,2,2926,Доставлен,Москва,5547
1570,2025-12-17,36,1,5577,Доставлен,Ростов-на-Дону,3320
1571,2026-01-21,45,3,2155,Доставлен,Ростов-на-Дону,6528
1572,2025-10-30,1,3,4743,Доставлен,Красноярск,9936
1573,2025-11-08,8,1,5626,Доставлен,Уфа,6468
1574,2025-11-15,19,3,3490,Доставлен,Самара,7320
1575,2025-11-24,6,3,4057,Доставлен,Новосибирск,1713
1576,2026-01-12,15,1,5893,Доставлен,Казань,6416
1577,2025-09-08,80,2,2900,Отменен,Пермь,1630
1578,2026-01-07,1,3,4743,Доставлен,Ростов-на-Дону,9054
1579,2025-08-29,13,1,1993,Доставлен,Санкт-Петербург,3616
1580,2025-12-22,3,2,889,Доставлен,Краснодар,3327
1581,2025-08-19,35,1,2770,Доставлен,Красноярск,8717
1582,2025-09-20,66,3,2934,Доставлен,Москва,7140
1583,2025-10-10,91,3,3291,Возврат,Пермь,6046
1584,2025-12-01,16,3,5989,Доставлен,Ростов-на-Дону,5641
1585,2025-12-09,5,3,3186,Доставлен,Новосибирск,7494
1586,2025-11-19,30,1,3795,Доставлен,Москва,7526
1587,2025-12-05,34,1,3781,Доставлен,Волгоград,1134
1588,2026-01-10,9,3,694,Доставлен,Москва,3376
1589,2025-09-15,75,1,4562,Доставлен,Самара,3217
1590,2026-02-09,98,1,1615,Доставлен,Новосибирск,7078
1591,2025-12-14,6,1,4057,Доставлен,Казань,4808
1592,2025-10-25,12,2,5511,Доставлен,Санкт-Петербург,8222
1593,2025-10-27,1,1,4743,Доставлен,Казань,3015
1594,2025-09-04,22,3,4154,Отменен,Краснодар,3945
1595,2025-09-30,31,2,5286,Доставлен,Санкт-Петербург,4119
1596,2025-12-03,20,3,2616,Доставлен,Екатеринбург,6658
1597,2026-01-08,51,1,4443,Доставлен,Екатеринбург,4188
1598,2026-01-29,33,1,770,Доставлен,Пермь,4030
1599,2025-11-14,83,1,4161,Доставлен,Уфа,5128
1600,2025-11-25,38,2,3084,Доставлен,Уфа,1141
1601,2025-10-18,83,2,4161,Отменен,Екатеринбург,6373
1602,2025-11-26,2,2,4096,Доставлен,Пермь,2847
1603,2025-11-15,16,1,5989,Доставлен,Ростов-на-Дону,9019
1604,2025-10-31,38,2,3084,Отменен,Волгоград,9455
1605,2025-10-31,83,2,4161,Доставлен,Челябинск,4067
1606,2025-10-19,40,2,636,Доставлен,Нижний Новгород,3049
1607,2025-11-21,36,2,5577,Доставлен,Воронеж,3316
1608,2025-11-23,10,3,3580,Отменен,Ростов-на-Дону,5355
1609,2025-09-08,34,3,3781,Отменен,Москва,5086
1610,2025-10-10,64,1,3932,Доставлен,Пермь,7908
1611,2025-11-13,72,1,2197,Доставлен,Челябинск,5382
1612,2025-10-12,50,3,5554,Отменен,Ростов-на-Дону,8979
1613,2026-01-26,17,3,2757,Доставлен,Краснодар,1550
1614,2025-11-19,1,3,4743,Доставлен,Пермь,1353
1615,2025-11-11,62,3,2426,Доставлен,Уфа,4123
1616,2025-10-30,93,2,1449,Отменен,Нижний Новгород,4668
1617,2025-11-24,17,1,2757,Доставлен,Москва,1856
1618,2025-09-05,96,2,1336,Доставлен,Новосибирск,6461
1619,2025-11-10,5,2,3186,Доставлен,Санкт-Петербург,3970
1620,2026-02-02,16,3,5989,Возврат,Уфа,8412
1621,2025-11-26,53,1,4176,Доставлен,Санкт-Петербург,9753
1622,2025-11-07,62,3,2426,Возврат,Красноярск,9277
1623,2025-09-04,42,3,3993,Доставлен,Красноярск,2331
1624,2025-12-05,77,2,3004,Доставлен,Санкт-Петербург,7179
1625,2026-01-02,1,3,4743,Доставлен,Екатеринбург,1600
1626,2025-11-30,13,3,1993,Доставлен,Воронеж,3745
1627,2025-11-25,4,2,2644,Доставлен,Екатеринбург,2892
1628,2025-11-18,18,3,5679,Доставлен,Воронеж,9599
1629,2025-10-22,54,2,1567,Доставлен,Воронеж,3179
1630,2026-01-14,78,3,1032,Доставлен,Екатеринбург,5274
1631,2025-11-13,49,1,3595,Доставлен,Челябинск,2615
1632,2025-11-13,18,1,5679,Возврат,Новосибирск,9734
1633,2025-12-25,24,2,4870,Доставлен,Красноярск,6657
1634,2025-11-11,73,3,3578,Доставлен,Санкт-Петербург,1868
1635,2025-09-12,19,1,3490,Доставлен,Екатеринбург,4750
1636,2025-11-24,18,2,5679,Отменен,Ростов-на-Дону,8511
1637,2025-11-18,93,2,1449,Возврат,Казань,6385
1638,2025-09-14,1,3,4743,Доставлен,Челябинск,8371
1639,2025-12-06,36,1,5577,Доставлен,Уфа,2255
1640,2025-11-03,68,1,2716,Доставлен,Краснодар,3245
1641,2025-10-23,35,2,2770,Доставлен,Санкт-Петербург,3466
1642,2025-09-27,55,3,5235,Доставлен,Самара,6729
1643,2026-01-21,60,2,3410,Доставлен,Краснодар,8722
1644,2025-10-19,42,2,3993,Доставлен,Самара,7352
1645,2025-10-29,99,1,4465,Доставлен,Нижний Новгород,6537
1646,2026-01-12,18,2,5679,Доставлен,Уфа,8661
1647,2025-09-14,29,3,1382,Доставлен,Краснодар,6320
1648,2026-01-05,78,3,1032,Доставлен,Ростов-на-Дону,5794
1649,2025-12-25,10,2,3580,Доставлен,Казань,4423
1650,2025-11-03,18,1,5679,Доставлен,Краснодар,3395
1651,2026-01-23,11,2,3409,Доставлен,Уфа,3577
1652,2025-08-30,58,3,684,Доставлен,Краснодар,1008
1653,2025-11-16,39,1,2332,Доставлен,Нижний Новгород,8888
1654,2025-12-06,23,2,816,Доставлен,Воронеж,4782
1655,2025-11-09,58,1,684,Доставлен,Санкт-Петербург,6811
1656,2025-09-06,58,1,684,Доставлен,Челябинск,3809
1657,2025-11-30,10,1,3580,Доставлен,Челябинск,1255
1658,2026-01-14,5,3,3186,Доставлен,Челябинск,2816
1659,2025-11-03,15,1,5893,Доставлен,Нижний Новгород,6410
1660,2025-09-30,75,1,4562,Доставлен,Новосибирск,1825
1661,2026-01-18,14,2,1969,Доставлен,Нижний Новгород,1949
1662,2026-02-05,47,3,3097,Доставлен,Пермь,7066
1663,2025-11-25,32,2,4635,Доставлен,Нижний Новгород,9570
1664,2025-12-29,43,3,3301,Доставлен,Красноярск,3405
1665,2025-11-13,15,3,5893,Доставлен,Воронеж,3012
1666,2025-11-02,32,1,4635,Доставлен,Уфа,1794
1667,2025-11-09,71,3,3465,Доставлен,Красноярск,3455
1668,2025-10-07,23,1,816,Доставлен,Новосибирск,6564
1669,2025-09-04,20,1,2616,Доставлен,Нижний Новгород,8506
1670,2025-08-27,79,2,3807,Доставлен,Уфа,5061
1671,2025-09-17,16,1,5989,Доставлен,Москва,6624
1672,2025-11-12,15,1,5893,Доставлен,Краснодар,9235
1673,2025-12-11,92,1,4269,Доставлен,Ростов-на-Дону,2528
1674,2025-11-23,18,2,5679,Возврат,Новосибирск,7738
1675,2025-08-29,82,3,1050,Доставлен,Нижний Новгород,1113
1676,2026-01-14,5,3,3186,Доставлен,Красноярск,5408
1677,2026-01-13,11,1,3409,Возврат,Москва,4295
1678,2025-09-25,22,2,4154,Доставлен,Красноярск,9712
1679,2025-11-30,45,3,2155,Доставлен,Воронеж,9916
1680,2025-08-29,39,1,2332,Доставлен,Ростов-на-Дону,3477
1681,2025-09-26,74,1,2026,Доставлен,Новосибирск,5909
1682,2025-10-13,63,2,3751,Доставлен,Волгоград,7362
1683,2025-11-13,20,1,2616,Отменен,Воронеж,3524
1684,2025-09-24,92,1,4269,Доставлен,Казань,8136
1685,2025-10-23,55,2,5235,Доставлен,Ростов-на-Дону,7410
1686,2025-08-13,46,3,2061,Доставлен,Воронеж,5740
1687,2025-11-05,2,3,4096,Отменен,Екатеринбург,1711
1688,2026-01-09,96,3,1336,Доставлен,Ростов-на-Дону,2964
1689,2025-09-01,24,1,4870,Отменен,Краснодар,9743
1690,2025-11-26,11,2,3409,Доставлен,Екатеринбург,2422
1691,2025-12-07,12,1,5511,Доставлен,Уфа,9887
1692,2025-10-04,26,3,5521,Доставлен,Уфа,2912
1693,2026-01-18,95,2,4280,Доставлен,Екатеринбург,6288
1694,2026-01-04,1,2,4743,Доставлен,Москва,8780
1695,2025-09-30,26,3,5521,Доставлен,Пермь,1744
1696,2026-01-28,42,2,3993,Доставлен,Москва,4944
1697,2025-11-23,10,1,3580,Доставлен,Самара,6109
1698,2025-09-08,99,3,4465,Доставлен,Москва,5513
1699,2025-11-13,18,1,5679,Отменен,Краснодар,7309
1700,2026-01-02,19,2,3490,Отменен,Челябинск,3408
1701,2025-11-18,56,2,2134,Доставлен,Екатеринбург,8982
1702,2025-09-18,69,2,4756,Доставлен,Краснодар,1976
1703,2025-08-15,23,2,816,Доставлен,Челябинск,9857
1704,2025-11-20,17,1,2757,Доставлен,Краснодар,4729
1705,2025-11-28,54,3,1567,Доставлен,Екатеринбург,9052
1706,2025-11-08,1,2,4743,Доставлен,Ростов-на-Дону,6931
1707,2026-01-14,82,2,1050,Доставлен,Санкт-Петербург,3450
1708,2025-09-08,7,3,4629,Доставлен,Екатеринбург,4259
1709,2025-12-06,12,1,5511,Доставлен,Краснодар,7378
1710,2026-01-30,54,3,1567,Доставлен,Пермь,7104
1711,2026-01-29,37,2,2926,Возврат,Самара,7165
1712,2025-09-16,10,2,3580,Отменен,Новосибирск,3187
1713,2025-10-24,12,2,5511,Доставлен,Воронеж,6301
1714,2025-11-08,14,2,1969,Доставлен,Новосибирск,3651
1715,2025-11-18,22,1,4154,Доставлен,Пермь,8301
1716,2025-11-18,35,3,2770,Доставлен,Санкт-Петербург,7207
1717,2026-01-07,10,1,3580,Доставлен,Челябинск,1748
1718,2025-09-09,22,3,4154,Доставлен,Ростов-на-Дону,6901
1719,2026-01-25,15,1,5893,Доставлен,Челябинск,2035
1720,2025-08-26,46,1,2061,Доставлен,Краснодар,3590
1721,2025-10-23,1,3,4743,Доставлен,Ростов-на-Дону,3383
1722,2025-09-16,3,1,889,Доставлен,Самара,1564
1723,2025-10-05,13,3,1993,Доставлен,Красноярск,6116
1724,2025-11-26,27,3,3097,Доставлен,Москва,2998
1725,2025-09-02,64,3,3932,Доставлен,Санкт-Петербург,3264
1726,2025-11-27,18,2,5679,Доставлен,Санкт-Петербург,1192
1727,2025-10-03,94,1,3969,Возврат,Санкт-Петербург,3061
1728,2026-01-15,33,2,770,Доставлен,Ростов-на-Дону,2835
1729,2026-02-07,95,1,4280,Доставлен,Ростов-на-Дону,7208
1730,2025-10-04,39,1,2332,Доставлен,Воронеж,6155
1731,2025-12-30,2,1,4096,Доставлен,Красноярск,3613
1732,2025-11-11,55,3,5235,Доставлен,Ростов-на-Дону,4986
1733,2026-01-07,65,1,5674,Доставлен,Нижний Новгород,8190
1734,2026-01-06,35,1,2770,Доставлен,Казань,6960
1735,2025-10-29,44,3,3084,Доставлен,Красноярск,2898
1736,2026-01-04,34,1,3781,Доставлен,Воронеж,3426
1737,2025-11-30,8,1,5626,Доставлен,Санкт-Петербург,1438
1738,2025-12-31,41,1,682,Доставлен,Пермь,3331
1739,2025-12-16,92,1,4269,Доставлен,Пермь,3280
1740,2025-11-30,59,1,4266,Отменен,Воронеж,2532
1741,2025-09-05,19,3,3490,Доставлен,Казань,6522
1742,2025-11-17,17,2,2757,Доставлен,Челябинск,4826
1743,2025-11-29,17,1,2757,Доставлен,Красноярск,3652
1744,2025-11-26,25,2,4536,Доставлен,Ростов-на-Дону,1158
1745,2025-11-06,16,2,5989,Отменен,Екатеринбург,6856
1746,2025-09-28,8,1,5626,Доставлен,Воронеж,4364
1747,2025-11-11,20,2,2616,Доставлен,Екатеринбург,5199
1748,2025-10-11,58,1,684,Доставлен,Ростов-на-Дону,7306
1749,2025-09-14,20,1,2616,Доставлен,Пермь,7601
1750,2025-08-25,11,1,3409,Доставлен,Казань,8705
1751,2025-12-29,45,2,2155,Доставлен,Пермь,5642
1752,2025-12-12,12,1,5511,Доставлен,Воронеж,9334
1753,2025-12-25,48,2,4238,Доставлен,Воронеж,8973
1754,2025-11-11,18,1,5679,Доставлен,Челябинск,8519
1755,2025-12-17,20,3,2616,Доставлен,Волгоград,9330
1756,2025-11-02,81,1,3800,Доставлен,Воронеж,2036
1757,2025-08-16,100,2,5038,Доставлен,Самара,5143
1758,2025-09-04,91,1,3291,Доставлен,Санкт-Петербург,3629
1759,2026-01-05,5,2,3186,Доставлен,Ростов-на-Дону,1765
1760,2026-02-05,66,3,2934,Доставлен,Красноярск,8385
1761,2025-12-09,15,2,5893,Доставлен,Санкт-Петербург,8773
1762,2025-10-01,11,1,3409,Отменен,Казань,8413
1763,2025-10-14,99,3,4465,Доставлен,Краснодар,3407
1764,2026-01-20,94,2,3969,Доставлен,Челябинск,6014
1765,2025-08-13,3,3,889,Доставлен,Воронеж,2127
1766,2026-02-03,96,1,1336,Отменен,Пермь,7266
1767,2025-12-14,95,1,4280,Доставлен,Воронеж,9026
1768,2026-01-14,64,1,3932,Доставлен,Воронеж,2903
1769,2025-11-19,16,2,5989,Доставлен,Екатеринбург,2442
1770,2025-11-12,73,1,3578,Доставлен,Новосибирск,1236
1771,2025-11-17,7,1,4629,Доставлен,Самара,6405
1772,2025-08-28,39,3,2332,Доставлен,Новосибирск,6607
1773,2026-01-28,10,2,3580,Доставлен,Екатеринбург,9965
1774,2025-11-01,18,3,5679,Доставлен,Санкт-Петербург,9920
1775,2026-01-05,71,1,3465,Доставлен,Новосибирск,6992
1776,2025-11-13,25,2,4536,Доставлен,Краснодар,8577
1777,2025-11-29,5,2,3186,Доставлен,Челябинск,8166
1778,2025-09-12,37,2,2926,Доставлен,Екатеринбург,5664
1779,2025-11-25,69,1,4756,Доставлен,Воронеж,8590
1780,2025-11-11,9,1,694,Доставлен,Ростов-на-Дону,6413
1781,2025-09-30,74,2,2026,Доставлен,Краснодар,7636
1782,2025-11-23,7,3,4629,Доставлен,Самара,3316
1783,2026-02-01,30,3,3795,Доставлен,Нижний Новгород,1475
1784,2025-11-17,8,1,5626,Доставлен,Волгоград,6530
1785,2025-12-04,11,1,3409,Доставлен,Воронеж,8749
1786,2025-12-12,15,1,5893,Доставлен,Екатеринбург,8009
1787,2025-11-30,59,2,4266,Доставлен,Новосибирск,6077
1788,2025-12-16,1,3,4743,Доставлен,Красноярск,3383
